metric_name,value,timestamp,request,request_id,rejection_reason,rejection_time,vehicle_id,assignment_time,request_origin,request_destination,origin_stop,destination_stop,estimated_pickup_time,estimated_dropoff_time,waiting_time_mins,in_vehicle_time_mins,passenger_id,origin,stop_id,destination
request.received,1.0,2024-10-24 07:17:16,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'ded90ef4-4267-4348-a57e-2738f889f72f', 'lat': 37.20840079538888, 'lon': 126.8346854115358}, 'estimated_price': None, 'id': 'R15', 'origin': {'id': '6d1a0184-3e88-4745-8f4f-9dcb2a6c9815', 'lat': 37.20415902490449, 'lon': 126.83900461671908}, 'passenger_id': 'P15', 'request_time': '2024-10-24T07:17:16', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 07:17:18,,R15,no_viable_destination_stops,2024-10-24T07:17:18,,,,,,,,,,,,,,
vehicle.empty_distance,312.9530212828188,2024-10-24 07:17:28,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:17:28,,,,,vehicle_3,,,,,,,,,,,,,
passenger.walk_time_to_origin_stop,229.77071428571432,2024-10-24 07:17:33,,R14,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P14,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
passenger.wait_time,2.0,2024-10-24 07:17:35,,R14,,,vehicle_3,,,,,,,,,,P14,,0765351c-1628-44dd-af4e-8bb0447ab058,
vehicle.occupied_distance,1838.8003881524905,2024-10-24 07:18:46,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:18:46,,,,,vehicle_0,,,,,,,,,,,,,
passenger.ride_time,222.0,2024-10-24 07:18:47,,,,,vehicle_0,,,,,,,,,,P8,,,
request.received,1.0,2024-10-24 07:19:06,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '2ae3c829-0ba2-4fbe-b32f-1e5fbf921722', 'lat': 37.201260383644794, 'lon': 126.82497146794702}, 'estimated_price': None, 'id': 'R16', 'origin': {'id': 'a86dfba4-405a-4977-9612-e9a74ff8d47d', 'lat': 37.21124223442274, 'lon': 126.8233937316856}, 'passenger_id': 'P16', 'request_time': '2024-10-24T07:19:06', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:19:09,,R16,,,vehicle_2,2024-10-24T07:19:09,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '0fd04433-1674-4979-896b-73a70eade9f2', 'lat': 37.2013352, 'lon': 126.8251604}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '0fd04433-1674-4979-896b-73a70eade9f2', 'lat': 37.2013352, 'lon': 126.8251604}",2024-10-24T07:23:16.136212,2024-10-24T07:26:25.169963,3.6235559166666667,3.1505625166666666,,,,
passenger.walk_time_from_destination_stop,35.714285714285715,2024-10-24 07:19:23,,,,,,,,,,"{'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}",,,,,P8,,,"{'id': '9ebfd64f-53ea-4755-b2bb-57bf6d430b5b', 'lat': 37.20117569650636, 'lon': 126.83143417056029}"
passenger.walk_time_to_origin_stop,31.722857142857144,2024-10-24 07:19:42,,R16,,,,,,,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",,,,,,P16,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.977105', 'current_load': 0.0, 'id': 'a46a991c-d705-4052-9100-dc36a80eacb7', 'location': {'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:06:17', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.977106'}",,
request.received,1.0,2024-10-24 07:19:44,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '0889395e-2932-4af0-af2f-9ee445d71f72', 'lat': 37.209392378541786, 'lon': 126.83624965861708}, 'estimated_price': None, 'id': 'R17', 'origin': {'id': '1631f7df-42a4-4e71-9a29-b7ae38253867', 'lat': 37.20369855731504, 'lon': 126.8429559747408}, 'passenger_id': 'P17', 'request_time': '2024-10-24T07:19:44', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:19:47,,R17,,,vehicle_3,2024-10-24T07:19:47,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}",2024-10-24T07:22:55.891932,2024-10-24T07:24:27.756318,0.8831026666666666,1.5310731,,,,
request.received,1.0,2024-10-24 07:21:43,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'f349ce21-d946-44ef-97c9-58d91cc0ff6c', 'lat': 37.21612212297565, 'lon': 126.8307345583462}, 'estimated_price': None, 'id': 'R18', 'origin': {'id': '01b635dc-8c89-419b-ab46-82aa6eef2310', 'lat': 37.213647113439094, 'lon': 126.83062145738408}, 'passenger_id': 'P18', 'request_time': '2024-10-24T07:21:43', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:21:46,,R18,,,vehicle_8,2024-10-24T07:21:46,"{'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}","{'id': '74df0eba-4854-4cfd-bbf8-20bd2ad5b15e', 'lat': 37.21551332, 'lon': 126.8312099}","{'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}","{'id': '74df0eba-4854-4cfd-bbf8-20bd2ad5b15e', 'lat': 37.21551332, 'lon': 126.8312099}",2024-10-24T07:23:21.004476,2024-10-24T07:23:40.635706,0.41726508333333334,2.010595101168312,,,,
passenger.walk_time_to_origin_stop,137.90577197687512,2024-10-24 07:22:06,,R17,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P17,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
passenger.walk_time_to_origin_stop,71.96857142857144,2024-10-24 07:22:59,,R18,,,,,,,"{'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}",,,,,,P18,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:51.413279', 'current_load': 0.0, 'id': '34ad5bac-8b36-4b20-82d7-d239651e9419', 'location': {'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}, 'metadata': {'area_id': 'area_3721_12683', 'creation_time': '2024-10-24T07:21:44', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:51.413280'}",,
vehicle.empty_distance,799.7172827916174,2024-10-24 07:23:23,,,,,vehicle_8,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:23:23,,,,,vehicle_8,,,,,,,,,,,,,
passenger.wait_time,25.0,2024-10-24 07:23:24,,R18,,,vehicle_8,,,,,,,,,,P18,,34ad5bac-8b36-4b20-82d7-d239651e9419,
vehicle.occupied_distance,121.87814877230488,2024-10-24 07:23:39,,,,,vehicle_8,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:23:39,,,,,vehicle_8,,,,,,,,,,,,,
passenger.ride_time,16.0,2024-10-24 07:23:40,,,,,vehicle_8,,,,,,,,,,P18,,,
vehicle.occupied_distance,2315.450356698096,2024-10-24 07:23:47,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:23:47,,,,,vehicle_2,,,,,,,,,,,,,
passenger.ride_time,605.0,2024-10-24 07:23:48,,,,,vehicle_2,,,,,,,,,,P11,,,
passenger.walk_time_from_destination_stop,35.714285714285715,2024-10-24 07:24:16,,,,,,,,,,"{'id': '74df0eba-4854-4cfd-bbf8-20bd2ad5b15e', 'lat': 37.21551332, 'lon': 126.8312099}",,,,,P18,,,"{'id': 'f349ce21-d946-44ef-97c9-58d91cc0ff6c', 'lat': 37.21612212297565, 'lon': 126.8307345583462}"
vehicle.occupied_distance,2673.0297921099486,2024-10-24 07:25:08,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:25:08,,,,,vehicle_3,,,,,,,,,,,,,
passenger.ride_time,454.0,2024-10-24 07:25:09,,,,,vehicle_3,,,,,,,,,,P14,,,
passenger.wait_time,183.0,2024-10-24 07:25:09,,R17,,,vehicle_3,,,,,,,,,,P17,,17f1a065-8d53-422c-a56d-86dc0895aa0e,
passenger.walk_time_from_destination_stop,8.417857142857143,2024-10-24 07:25:18,,,,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,P14,,,"{'id': 'f58b728b-ebbf-4049-83dc-63fbe1b39c2a', 'lat': 37.20451638126307, 'lon': 126.84088274194268}"
vehicle.empty_distance,1267.5842917776945,2024-10-24 07:26:21,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:26:21,,,,,vehicle_2,,,,,,,,,,,,,
passenger.wait_time,400.0,2024-10-24 07:26:22,,R16,,,vehicle_2,,,,,,,,,,P16,,a46a991c-d705-4052-9100-dc36a80eacb7,
request.received,1.0,2024-10-24 07:26:30,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '07ce9977-cb00-4424-b786-cca7253e8231', 'lat': 37.21096593446707, 'lon': 126.82280406640272}, 'estimated_price': None, 'id': 'R19', 'origin': {'id': '3d0d5f30-174b-4ee8-a455-7553db936c8c', 'lat': 37.2042140694773, 'lon': 126.84132132510555}, 'passenger_id': 'P19', 'request_time': '2024-10-24T07:26:30', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
vehicle.occupied_distance,681.9303370984749,2024-10-24 07:26:31,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:26:31,,,,,vehicle_3,,,,,,,,,,,,,
passenger.ride_time,83.0,2024-10-24 07:26:32,,,,,vehicle_3,,,,,,,,,,P17,,,
request.assigned,1.0,2024-10-24 07:26:33,,R19,,,vehicle_3,2024-10-24T07:26:33,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",2024-10-24T07:27:53.854404,2024-10-24T07:33:15.927515,1.2223693166666665,6.8154585928938145,,,,
passenger.walk_time_from_destination_stop,10.315000000000001,2024-10-24 07:26:43,,,,,,,,,,"{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}",,,,,P17,,,"{'id': '0889395e-2932-4af0-af2f-9ee445d71f72', 'lat': 37.209392378541786, 'lon': 126.83624965861708}"
passenger.walk_time_to_origin_stop,9.512244897959183,2024-10-24 07:26:44,,R19,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P19,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
request.received,1.0,2024-10-24 07:26:49,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '40bf58a5-66e3-4242-8722-1b8bc22ec3b5', 'lat': 37.21124969814134, 'lon': 126.82353044687947}, 'estimated_price': None, 'id': 'R20', 'origin': {'id': '56073caa-b40c-4f60-84e6-c6d143ac60c0', 'lat': 37.208444667212945, 'lon': 126.83730022543024}, 'passenger_id': 'P20', 'request_time': '2024-10-24T07:26:49', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:26:52,,R20,,,vehicle_4,2024-10-24T07:26:52,"{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",2024-10-24T07:27:58.492325,2024-10-24T07:31:49.106445,0.04320541666666667,5.05177408968555,,,,
request.received,1.0,2024-10-24 07:26:58,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '56700e3b-2c51-4312-b1d9-687f47cdaeda', 'lat': 37.20449891326114, 'lon': 126.83590263804656}, 'estimated_price': None, 'id': 'R21', 'origin': {'id': '6376c16f-3437-465f-b300-785876f414b1', 'lat': 37.21029227247416, 'lon': 126.81890091609408}, 'passenger_id': 'P21', 'request_time': '2024-10-24T07:26:58', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:27:01,,R21,,,vehicle_1,2024-10-24T07:27:01,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",2024-10-24T07:27:37.569390,2024-10-24T07:31:37.632461,0.12260888333333333,4.710541020873513,,,,
passenger.walk_time_to_origin_stop,31.212857142857146,2024-10-24 07:27:34,,R21,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P21,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
vehicle.empty_distance,312.9530212828188,2024-10-24 07:27:39,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:27:39,,,,,vehicle_1,,,,,,,,,,,,,
passenger.wait_time,6.0,2024-10-24 07:27:40,,R21,,,vehicle_1,,,,,,,,,,P21,,0765351c-1628-44dd-af4e-8bb0447ab058,
request.received,1.0,2024-10-24 07:27:40,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'f298fd76-2047-4c0b-988a-11b61d975363', 'lat': 37.203029538356, 'lon': 126.83143835771322}, 'estimated_price': None, 'id': 'R22', 'origin': {'id': 'cd55c25e-b17a-418d-8ad5-4d934a52925f', 'lat': 37.205941454615136, 'lon': 126.83336110702058}, 'passenger_id': 'P22', 'request_time': '2024-10-24T07:27:40', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:27:43,,R22,,,vehicle_2,2024-10-24T07:27:43,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",2024-10-24T07:31:43.529661,2024-10-24T07:31:53.529661,2.0076967333333333,0.16666666666666666,,,,
vehicle.empty_distance,681.847188163617,2024-10-24 07:27:55,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:27:55,,,,,vehicle_3,,,,,,,,,,,,,
passenger.wait_time,72.0,2024-10-24 07:27:56,,R19,,,vehicle_3,,,,,,,,,,P19,,17f1a065-8d53-422c-a56d-86dc0895aa0e,
passenger.walk_time_to_origin_stop,65.89999999999999,2024-10-24 07:27:59,,R20,,,,,,,"{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}",,,,,,P20,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:50.828793', 'current_load': 0.0, 'id': '7535f6f8-189a-4cd1-a6db-b25bf9ae63eb', 'location': {'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:19:45', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:50.828794'}",,
vehicle.empty_distance,562.2110672231698,2024-10-24 07:28:00,,,,,vehicle_4,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:28:00,,,,,vehicle_4,,,,,,,,,,,,,
passenger.wait_time,2.0,2024-10-24 07:28:01,,R20,,,vehicle_4,,,,,,,,,,P20,,7535f6f8-189a-4cd1-a6db-b25bf9ae63eb,
request.received,1.0,2024-10-24 07:28:03,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '2b00a244-c105-4af6-90da-72193e997302', 'lat': 37.21224688267239, 'lon': 126.8334875320277}, 'estimated_price': None, 'id': 'R23', 'origin': {'id': '76395723-1387-4b95-9510-2f2278077b3d', 'lat': 37.21158003062557, 'lon': 126.82145590783958}, 'passenger_id': 'P23', 'request_time': '2024-10-24T07:28:03', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:28:06,,R23,,,vehicle_8,2024-10-24T07:28:06,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",2024-10-24T07:30:08.121200,2024-10-24T07:33:43.332209,1.6672070666666667,5.722203482294672,,,,
passenger.walk_time_from_destination_stop,261.8214285714286,2024-10-24 07:28:10,,,,,,,,,,"{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",,,,,P11,,,"{'id': 'e6659a2c-c409-421a-88bb-49cbb94174cd', 'lat': 37.21349084495847, 'lon': 126.8335123902846}"
passenger.walk_time_to_origin_stop,24.088775510204083,2024-10-24 07:28:32,,R23,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,,P23,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:42.759777', 'current_load': 0.0, 'id': 'aa733a41-8914-4d70-970f-c65b38db0bca', 'location': {'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:01:57', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:42.759778'}",,
request.received,1.0,2024-10-24 07:29:28,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '304aaf18-3aca-4d96-929c-6362425ee1f8', 'lat': 37.21138366121329, 'lon': 126.82052433429786}, 'estimated_price': None, 'id': 'R24', 'origin': {'id': '61a2aace-c7ba-4d28-84a2-8bdaeb35c924', 'lat': 37.20431446499332, 'lon': 126.8430449193692}, 'passenger_id': 'P24', 'request_time': '2024-10-24T07:29:28', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:29:31,,R24,,,vehicle_5,2024-10-24T07:29:31,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",2024-10-24T07:31:59.346729,2024-10-24T07:38:00.377858,0.7307605833333334,8.58963096841112,,,,
request.received,1.0,2024-10-24 07:29:37,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '9a686f93-448b-4bcf-9eef-8e6a7d2940cd', 'lat': 37.212650059872985, 'lon': 126.82261249050671}, 'estimated_price': None, 'id': 'R25', 'origin': {'id': 'aaa77f0a-74b3-4ef4-b8b9-ad54f061fce0', 'lat': 37.21507952565549, 'lon': 126.82956024512684}, 'passenger_id': 'P25', 'request_time': '2024-10-24T07:29:37', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:29:40,,R25,,,vehicle_9,2024-10-24T07:29:40,"{'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",2024-10-24T07:31:15.004476,2024-10-24T07:32:58.835420,1.4951766333333334,3.41392366596302,,,,
passenger.walk_time_to_origin_stop,122.06785714285716,2024-10-24 07:29:47,,R22,,,,,,,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",,,,,,P22,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:53.161383', 'current_load': 0.0, 'id': '243c4526-5cc4-4c1d-be41-c352c44d81db', 'location': {'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:26:59', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:53.161384'}",,
