metric_name,value,timestamp,request,request_id,rejection_reason,rejection_time,vehicle_id,assignment_time,request_origin,request_destination,origin_stop,destination_stop,estimated_pickup_time,estimated_dropoff_time,waiting_time_mins,in_vehicle_time_mins,passenger_id,origin,stop_id,destination
request.received,1.0,2024-10-24 12:14:41,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '7edf88f1-9db3-4f6a-8fa1-2ba9ed30e0dd', 'lat': 37.202015514968075, 'lon': 126.8418742439198}, 'estimated_price': None, 'id': 'R229', 'origin': {'id': '2c1b3065-fe98-4b90-980d-36b92e334060', 'lat': 37.21103577616491, 'lon': 126.82262135684908}, 'passenger_id': 'P229', 'request_time': '2024-10-24T12:14:41', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:14:44,,R229,,,vehicle_7,2024-10-24T12:14:44,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",2024-10-24T12:15:12.582341,2024-10-24T12:20:05.891932,0.08453561666666666,4.888493183333334,,,,
request.received,1.0,2024-10-24 12:14:50,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '250dd78e-e02c-498c-879b-7af9d973d2df', 'lat': 37.212037791965344, 'lon': 126.83181898042189}, 'estimated_price': None, 'id': 'R230', 'origin': {'id': '12e1ad78-ec08-46f1-9e9c-c14f2a0bfee7', 'lat': 37.21049606693014, 'lon': 126.82238286765998}, 'passenger_id': 'P230', 'request_time': '2024-10-24T12:14:50', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 12:14:53,,R230,no_feasible_insertion,2024-10-24T12:14:53,,,,,,,,,,,,,,
vehicle.occupied_distance,1280.3450436164812,2024-10-24 12:15:09,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:15:09,,,,,vehicle_2,,,,,,,,,,,,,
passenger.wait_time,32.0,2024-10-24 12:15:10,,R227,,,vehicle_2,,,,,,,,,,P227,,1382325a-293c-4b9b-b725-90593a4082f9,
passenger.walk_time_to_origin_stop,25.510204081632654,2024-10-24 12:15:11,,R229,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,,P229,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:42.759777', 'current_load': 0.0, 'id': 'aa733a41-8914-4d70-970f-c65b38db0bca', 'location': {'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:01:57', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:42.759778'}",,
passenger.walk_time_from_destination_stop,158.13367346938776,2024-10-24 12:15:14,,,,,,,,,,"{'id': '928e4327-753d-4095-8c9f-7cc7f72ed32a', 'lat': 37.20830939, 'lon': 126.8272878}",,,,,P220,,,"{'id': '1ca4aecf-2c9f-4f1c-8e66-9928209912c3', 'lat': 37.20882262286182, 'lon': 126.8255404167332}"
vehicle.occupied_distance,313.06090315155154,2024-10-24 12:15:22,,,,,vehicle_7,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:15:22,,,,,vehicle_7,,,,,,,,,,,,,
passenger.wait_time,12.0,2024-10-24 12:15:23,,R229,,,vehicle_7,,,,,,,,,,P229,,aa733a41-8914-4d70-970f-c65b38db0bca,
vehicle.occupied_distance,1092.8817773290336,2024-10-24 12:15:50,,,,,vehicle_6,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:15:50,,,,,vehicle_6,,,,,,,,,,,,,
passenger.ride_time,189.0,2024-10-24 12:15:51,,,,,vehicle_6,,,,,,,,,,P221,,,
passenger.walk_time_to_origin_stop,135.3807142857143,2024-10-24 12:15:55,,R228,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,,P228,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:42.759777', 'current_load': 0.0, 'id': 'aa733a41-8914-4d70-970f-c65b38db0bca', 'location': {'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:01:57', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:42.759778'}",,
passenger.walk_time_from_destination_stop,25.510204081632654,2024-10-24 12:16:17,,,,,,,,,,"{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",,,,,P221,,,"{'id': '75ad9b7f-e065-45b2-8ae9-5b9dbc6853fc', 'lat': 37.20956842382644, 'lon': 126.83004135188574}"
request.received,1.0,2024-10-24 12:16:54,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '468e6c27-95d2-4c9f-a1ad-3e79bf8dcdf2', 'lat': 37.2120829068239, 'lon': 126.82344986455286}, 'estimated_price': None, 'id': 'R231', 'origin': {'id': '71299ad0-6b4e-40f6-86a6-b94b0ed2c4e9', 'lat': 37.20138116047363, 'lon': 126.83063738177802}, 'passenger_id': 'P231', 'request_time': '2024-10-24T12:16:54', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:16:57,,R231,,,vehicle_0,2024-10-24T12:16:57,"{'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",2024-10-24T12:18:59.758212,2024-10-24T12:23:31.258102,0.7185892500000001,6.670968376098748,,,,
vehicle.occupied_distance,1076.726714150594,2024-10-24 12:18:01,,,,,vehicle_6,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:18:01,,,,,vehicle_6,,,,,,,,,,,,,
passenger.wait_time,127.0,2024-10-24 12:18:02,,R228,,,vehicle_6,,,,,,,,,,P228,,aa733a41-8914-4d70-970f-c65b38db0bca,
passenger.walk_time_to_origin_stop,81.64285714285715,2024-10-24 12:18:20,,R231,,,,,,,"{'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}",,,,,,P231,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:46.255289', 'current_load': 0.0, 'id': '6f54dd27-5e87-4b58-95ea-ee87484ce574', 'location': {'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:11:00', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:46.255290'}",,
vehicle.occupied_distance,1596.7874898942505,2024-10-24 12:18:22,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:18:22,,,,,vehicle_2,,,,,,,,,,,,,
passenger.ride_time,439.0,2024-10-24 12:18:23,,,,,vehicle_2,,,,,,,,,,P225,,,
passenger.ride_time,193.0,2024-10-24 12:18:23,,,,,vehicle_2,,,,,,,,,,P227,,,
vehicle.occupied_distance,312.9530212828188,2024-10-24 12:18:40,,,,,vehicle_6,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:18:40,,,,,vehicle_6,,,,,,,,,,,,,
passenger.ride_time,737.0,2024-10-24 12:18:41,,,,,vehicle_6,,,,,,,,,,P214,,,
passenger.walk_time_from_destination_stop,24.088775510204083,2024-10-24 12:18:48,,,,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,P225,,,"{'id': 'c8a72722-f659-49ec-985a-4aabf9d7b601', 'lat': 37.21207523965778, 'lon': 126.82179286187905}"
passenger.walk_time_from_destination_stop,25.510204081632654,2024-10-24 12:18:49,,,,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,P227,,,"{'id': '2b7f362b-7925-48ba-b2ee-f4144fdf70aa', 'lat': 37.21168169956563, 'lon': 126.82264995105464}"
vehicle.empty_distance,1030.9059097395393,2024-10-24 12:19:01,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:19:01,,,,,vehicle_0,,,,,,,,,,,,,
passenger.wait_time,42.0,2024-10-24 12:19:02,,R231,,,vehicle_0,,,,,,,,,,P231,,6f54dd27-5e87-4b58-95ea-ee87484ce574,
request.received,1.0,2024-10-24 12:19:14,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '17a9bc1e-1c39-492f-be40-d5418825c178', 'lat': 37.20267706564215, 'lon': 126.83225450714929}, 'estimated_price': None, 'id': 'R232', 'origin': {'id': 'a2f4223f-f8fb-4acb-90d3-52ca157b8f72', 'lat': 37.20700518881127, 'lon': 126.83503184713685}, 'passenger_id': 'P232', 'request_time': '2024-10-24T12:19:14', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:19:17,,R232,,,vehicle_7,2024-10-24T12:19:17,"{'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}","{'id': 'c176760f-4531-44c1-830e-47be1e750a11', 'lat': 37.20211565, 'lon': 126.8321145}","{'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}","{'id': 'c176760f-4531-44c1-830e-47be1e750a11', 'lat': 37.20211565, 'lon': 126.8321145}",2024-10-24T12:21:08.773096,2024-10-24T12:25:26.255599,0.12996826666666667,4.29137505,,,,
request.received,1.0,2024-10-24 12:19:43,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '37b13fff-4d4e-43bb-9fd6-73e037902bac', 'lat': 37.21365904554306, 'lon': 126.83248931079208}, 'estimated_price': None, 'id': 'R233', 'origin': {'id': 'e13a9425-e15f-4e57-b3f1-e6070a5fbd3f', 'lat': 37.2094179708787, 'lon': 126.81862608600356}, 'passenger_id': 'P233', 'request_time': '2024-10-24T12:19:43', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:19:46,,R233,,,vehicle_2,2024-10-24T12:19:46,"{'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}","{'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",2024-10-24T12:20:48.202097,2024-10-24T12:25:26.282534,0.6448648833333334,5.771375580753574,,,,
passenger.walk_time_from_destination_stop,66.98367346938777,2024-10-24 12:19:48,,,,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,P214,,,"{'id': 'a21a0734-3dfa-4aa7-9130-041c3ce93af2', 'lat': 37.209284695117205, 'lon': 126.82023170417152}"
passenger.walk_time_to_origin_stop,25.510204081632654,2024-10-24 12:20:13,,R233,,,,,,,"{'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}",,,,,,P233,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:33:19.697238', 'current_load': 0.0, 'id': '9bd50504-6e16-402a-9588-4f5324831f34', 'location': {'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}, 'metadata': {'area_id': 'area_3720_12681', 'creation_time': '2024-10-24T08:57:46', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:33:19.697243'}",,
vehicle.empty_distance,526.4734710143613,2024-10-24 12:20:50,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:20:50,,,,,vehicle_2,,,,,,,,,,,,,
passenger.wait_time,38.0,2024-10-24 12:20:51,,R233,,,vehicle_2,,,,,,,,,,P233,,9bd50504-6e16-402a-9588-4f5324831f34,
passenger.walk_time_to_origin_stop,105.97500000000001,2024-10-24 12:21:04,,R232,,,,,,,"{'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}",,,,,,P232,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:58.731834', 'current_load': 0.0, 'id': 'd4c4d501-9315-455e-bcf9-f4cc3b605ba8', 'location': {'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:39:37', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:58.731835'}",,
vehicle.occupied_distance,1214.2094795126093,2024-10-24 12:21:07,,,,,vehicle_6,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:21:07,,,,,vehicle_6,,,,,,,,,,,,,
passenger.ride_time,186.0,2024-10-24 12:21:08,,,,,vehicle_6,,,,,,,,,,P228,,,
passenger.walk_time_from_destination_stop,10.211428571428572,2024-10-24 12:21:19,,,,,,,,,,"{'id': '8170caaa-e167-48c2-963d-d69072ed7f71', 'lat': 37.21493992, 'lon': 126.8300947}",,,,,P228,,,"{'id': '32d5b173-c43f-48f3-9e02-db273c5f6a26', 'lat': 37.21532850779799, 'lon': 126.82967881360058}"
vehicle.occupied_distance,2219.9440846346156,2024-10-24 12:23:29,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:23:29,,,,,vehicle_0,,,,,,,,,,,,,
passenger.ride_time,268.0,2024-10-24 12:23:30,,,,,vehicle_0,,,,,,,,,,P231,,,
passenger.walk_time_from_destination_stop,1.881632653061225,2024-10-24 12:23:32,,,,,,,,,,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",,,,,P231,,,"{'id': '468e6c27-95d2-4c9f-a1ad-3e79bf8dcdf2', 'lat': 37.2120829068239, 'lon': 126.82344986455286}"
request.received,1.0,2024-10-24 12:23:38,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '322fec46-26b2-4ea7-8432-d31800cdc9c8', 'lat': 37.20660700855876, 'lon': 126.83309645971175}, 'estimated_price': None, 'id': 'R235', 'origin': {'id': '1290709f-4378-4eec-a321-8a0250b0f0da', 'lat': 37.19976709363335, 'lon': 126.82924559308228}, 'passenger_id': 'P235', 'request_time': '2024-10-24T12:23:38', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:23:41,,R235,,,vehicle_3,2024-10-24T12:23:41,"{'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",2024-10-24T12:24:18.057428,2024-10-24T12:25:31.239525,0.30008128333333334,1.9373254035064948,,,,
vehicle.occupied_distance,2359.9688889583977,2024-10-24 12:24:01,,,,,vehicle_7,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:24:01,,,,,vehicle_7,,,,,,,,,,,,,
passenger.ride_time,519.0,2024-10-24 12:24:02,,,,,vehicle_7,,,,,,,,,,P229,,,
passenger.ride_time,567.0,2024-10-24 12:24:02,,,,,vehicle_7,,,,,,,,,,P224,,,
request.received,1.0,2024-10-24 12:24:03,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '4ac583b4-f76c-4940-bb85-8e11cfe25f15', 'lat': 37.210002665775704, 'lon': 126.81861944637184}, 'estimated_price': None, 'id': 'R236', 'origin': {'id': 'd18a6d33-bc9d-4c5b-afd2-e4eaa4d0089a', 'lat': 37.20242065624296, 'lon': 126.8422905023298}, 'passenger_id': 'P236', 'request_time': '2024-10-24T12:24:03', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
passenger.walk_time_to_origin_stop,21.052551020408163,2024-10-24 12:24:04,,R235,,,,,,,"{'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}",,,,,,P235,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:44.581854', 'current_load': 0.0, 'id': '9d636a9c-c046-44f3-8daf-c4a836c069a4', 'location': {'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}, 'metadata': {'area_id': 'area_3720_12682', 'creation_time': '2024-10-24T07:09:18', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:44.581855'}",,
request.assigned,1.0,2024-10-24 12:24:06,,R236,,,vehicle_3,2024-10-24T12:24:06,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",2024-10-24T12:28:30.492620,2024-10-24T12:34:36.523749,2.713193883333333,6.100518816666667,,,,
passenger.walk_time_from_destination_stop,8.417857142857143,2024-10-24 12:24:11,,,,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,P224,,,"{'id': 'e81787ab-e001-43f9-809f-47c8fe4ebd9d', 'lat': 37.20458641149444, 'lon': 126.8403992676716}"
vehicle.empty_distance,122.31303253208301,2024-10-24 12:24:21,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:24:21,,,,,vehicle_3,,,,,,,,,,,,,
passenger.wait_time,18.0,2024-10-24 12:24:22,,R235,,,vehicle_3,,,,,,,,,,P235,,9d636a9c-c046-44f3-8daf-c4a836c069a4,
vehicle.empty_distance,437.0209976529041,2024-10-24 12:24:55,,,,,vehicle_7,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:24:55,,,,,vehicle_7,,,,,,,,,,,,,
passenger.wait_time,232.0,2024-10-24 12:24:56,,R232,,,vehicle_7,,,,,,,,,,P232,,d4c4d501-9315-455e-bcf9-f4cc3b605ba8,
vehicle.occupied_distance,2274.7600442462754,2024-10-24 12:25:25,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:25:25,,,,,vehicle_2,,,,,,,,,,,,,
passenger.ride_time,275.0,2024-10-24 12:25:26,,,,,vehicle_2,,,,,,,,,,P233,,,
vehicle.occupied_distance,567.9568646885414,2024-10-24 12:25:31,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:25:31,,,,,vehicle_3,,,,,,,,,,,,,
passenger.ride_time,70.0,2024-10-24 12:25:32,,,,,vehicle_3,,,,,,,,,,P235,,,
passenger.walk_time_to_origin_stop,103.70098725817772,2024-10-24 12:25:51,,R236,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P236,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
passenger.walk_time_from_destination_stop,112.49632564053437,2024-10-24 12:25:55,,,,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,P229,,,"{'id': '7edf88f1-9db3-4f6a-8fa1-2ba9ed30e0dd', 'lat': 37.202015514968075, 'lon': 126.8418742439198}"
request.received,1.0,2024-10-24 12:26:07,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '2a826e2a-716f-4e7a-80aa-c78fdffdd508', 'lat': 37.210465704562104, 'lon': 126.8233069679562}, 'estimated_price': None, 'id': 'R237', 'origin': {'id': '22524c3d-ab5f-49e6-9405-95e19540a913', 'lat': 37.206379013416466, 'lon': 126.83588262023748}, 'passenger_id': 'P237', 'request_time': '2024-10-24T12:26:07', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:26:10,,R237,,,vehicle_3,2024-10-24T12:26:10,"{'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",2024-10-24T12:29:17.090591,2024-10-24T12:35:26.569723,2.084911216666667,6.157985533333333,,,,
request.received,1.0,2024-10-24 12:26:15,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '99044716-4e01-4ca1-a4dc-bd12c1574859', 'lat': 37.200663213022374, 'lon': 126.82417748664297}, 'estimated_price': None, 'id': 'R238', 'origin': {'id': '9bf61e5f-a9c6-4312-a138-581cdf406960', 'lat': 37.20498798686138, 'lon': 126.83474744933584}, 'passenger_id': 'P238', 'request_time': '2024-10-24T12:26:15', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 12:26:18,,R238,,,vehicle_1,2024-10-24T12:26:18,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '164c74f9-e32e-47d3-90b0-17abfd4ab385', 'lat': 37.20161009, 'lon': 126.8248691}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '164c74f9-e32e-47d3-90b0-17abfd4ab385', 'lat': 37.20161009, 'lon': 126.8248691}",2024-10-24T12:28:10.751467,2024-10-24T12:30:31.826765,1.7832387333333335,4.33044609203909,,,,
passenger.walk_time_to_origin_stop,7.757142857142859,2024-10-24 12:26:27,,R238,,,,,,,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",,,,,,P238,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:53.161383', 'current_load': 0.0, 'id': '243c4526-5cc4-4c1d-be41-c352c44d81db', 'location': {'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:26:59', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:53.161384'}",,
passenger.walk_time_to_origin_stop,63.995918367346945,2024-10-24 12:27:15,,R237,,,,,,,"{'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}",,,,,,P237,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:58.731834', 'current_load': 0.0, 'id': 'd4c4d501-9315-455e-bcf9-f4cc3b605ba8', 'location': {'id': '8c44a28b-1967-4402-ac5c-11e00c950fe4', 'lat': 37.20639593, 'lon': 126.8374391}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:39:37', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:58.731835'}",,
passenger.walk_time_from_destination_stop,121.85663265306123,2024-10-24 12:27:34,,,,,,,,,,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",,,,,P235,,,"{'id': '322fec46-26b2-4ea7-8432-d31800cdc9c8', 'lat': 37.20660700855876, 'lon': 126.83309645971175}"
passenger.walk_time_from_destination_stop,148.26989795918368,2024-10-24 12:27:55,,,,,,,,,,"{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",,,,,P233,,,"{'id': '37b13fff-4d4e-43bb-9fd6-73e037902bac', 'lat': 37.21365904554306, 'lon': 126.83248931079208}"
vehicle.empty_distance,947.5497212724416,2024-10-24 12:28:12,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 12:28:12,,,,,vehicle_1,,,,,,,,,,,,,
passenger.wait_time,106.0,2024-10-24 12:28:13,,R238,,,vehicle_1,,,,,,,,,,P238,,243c4526-5cc4-4c1d-be41-c352c44d81db,
request.received,1.0,2024-10-24 12:28:42,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'f84f34b8-7c8f-4427-a287-5e7255ecc800', 'lat': 37.20067875668943, 'lon': 126.8268687468299}, 'estimated_price': None, 'id': 'R239', 'origin': {'id': 'c7f5825e-e503-4533-ba7a-79842d7adad2', 'lat': 37.20104515068499, 'lon': 126.83004060907643}, 'passenger_id': 'P239', 'request_time': '2024-10-24T12:28:42', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
