idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time,pickup_time,dropoff_time
878,39,51,13,8930e039d03ffff,8930e038e4bffff,126.82211875552213,37.19893353645302,126.81848287883932,37.21104434419117,2024-10-24 13:58:28,2024-10-24 13:58:28,2024-10-24 14:03:28.000000000
879,50,48,13,8930e038e4fffff,8930e038e67ffff,126.8221012559262,37.21172929447518,126.83074508322863,37.21520533697292,2024-10-24 13:58:30,2024-10-24 13:58:30,2024-10-24 14:10:58.693418604
880,50,37,13,8930e038e4fffff,8930e039d0bffff,126.82206499925904,37.21073087913876,126.820533017593,37.19767597569485,2024-10-24 13:59:01,2024-10-24 13:59:01,2024-10-24 14:04:01.000000000
881,51,37,13,8930e038e4bffff,8930e039d0bffff,126.82008023314636,37.21016446478994,126.82168188409985,37.19679153027721,2024-10-24 13:59:28,2024-10-24 13:59:28,2024-10-24 14:08:47.467021480
882,51,37,14,8930e038e4bffff,8930e039d0bffff,126.81986674218987,37.21162714584567,126.82121734652311,37.19708447603571,2024-10-24 14:00:23,2024-10-24 14:00:23,2024-10-24 14:05:23.000000000
883,37,50,14,8930e039d0bffff,8930e038e4fffff,126.82090418286565,37.19626749703821,126.82262382014392,37.210437446437375,2024-10-24 14:00:29,2024-10-24 14:00:29,2024-10-24 14:05:29.000000000
884,21,48,14,8930e039d57ffff,8930e038e67ffff,126.8195373196579,37.19760292188083,126.8293453039457,37.21571004010231,2024-10-24 14:00:29,2024-10-24 14:00:29,2024-10-24 14:05:29.000000000
885,54,71,14,8930e038ad7ffff,8930e038a0bffff,126.8319440310274,37.211104107703136,126.84014665479296,37.20469287115591,2024-10-24 14:01:27,2024-10-24 14:01:27,2024-10-24 14:06:27.000000000
886,50,60,14,8930e038e4fffff,8930e038a9bffff,126.82345451613928,37.21253347341099,126.83259704580868,37.21337489132071,2024-10-24 14:01:59,2024-10-24 14:01:59,2024-10-24 14:06:59.000000000
887,70,50,14,8930e038a13ffff,8930e038e4fffff,126.837571603079,37.20967520487074,126.82232019738116,37.21119705896048,2024-10-24 14:02:02,2024-10-24 14:02:02,2024-10-24 14:08:41.727937940
888,51,32,14,8930e038e4bffff,8930e039d27ffff,126.81909051178124,37.2116012002095,126.83171559883696,37.20064297069847,2024-10-24 14:02:16,2024-10-24 14:02:16,2024-10-24 14:07:16.000000000
889,21,33,14,8930e039d57ffff,8930e039d23ffff,126.81938756016064,37.19675559564826,126.82988418822184,37.2016882427625,2024-10-24 14:03:01,2024-10-24 14:03:01,2024-10-24 14:08:01.000000000
890,29,39,14,8930e039d33ffff,8930e039d03ffff,126.82637654207636,37.20366233185933,126.82242195645205,37.20049034550685,2024-10-24 14:03:45,2024-10-24 14:03:45,2024-10-24 14:08:45.000000000
891,39,51,14,8930e039d03ffff,8930e038e4bffff,126.82267159562151,37.19995185472235,126.81878576227888,37.21126363447645,2024-10-24 14:05:33,2024-10-24 14:05:33,2024-10-24 14:10:33.000000000
892,55,37,14,8930e038ad3ffff,8930e039d0bffff,126.83085275053551,37.21000651032867,126.82163571123802,37.196984914844,2024-10-24 14:05:41,2024-10-24 14:05:41,2024-10-24 14:16:38.494188422
893,70,26,14,8930e038a13ffff,8930e039d43ffff,126.8369550867062,37.21026212488509,126.8175775311376,37.19288098379325,2024-10-24 14:06:30,2024-10-24 14:06:30,2024-10-24 14:17:11.130704514
894,37,51,14,8930e039d0bffff,8930e038e4bffff,126.8205659574146,37.19673162077164,126.81899633298276,37.21020662166859,2024-10-24 14:07:11,2024-10-24 14:07:11,2024-10-24 14:12:47.176491428
895,50,38,14,8930e038e4fffff,8930e039d07ffff,126.82368930906166,37.21197406168568,126.82335885287232,37.20040110841066,2024-10-24 14:09:43,2024-10-24 14:09:43,2024-10-24 14:16:28.574701810
896,50,37,14,8930e038e4fffff,8930e039d0bffff,126.82352880899086,37.211642219890265,126.82004123863598,37.1971355957608,2024-10-24 14:10:17,2024-10-24 14:10:17,2024-10-24 14:15:17.000000000
897,32,50,14,8930e039d27ffff,8930e038e4fffff,126.8320257893967,37.20263597983925,126.82314611881095,37.21233433266867,2024-10-24 14:11:25,2024-10-24 14:11:25,2024-10-24 14:26:22.606902352
898,56,38,14,8930e038acfffff,8930e039d07ffff,126.83528526015576,37.20639234385523,126.8235057058877,37.201748707359066,2024-10-24 14:11:31,2024-10-24 14:11:31,2024-10-24 14:16:31.000000000
899,64,58,14,8930e038a73ffff,8930e038ac7ffff,126.8428431467492,37.20339746344562,126.83405094203252,37.20946049837977,2024-10-24 14:11:41,2024-10-24 14:11:41,2024-10-24 14:16:41.000000000
900,18,51,14,8930e039d73ffff,8930e038e4bffff,126.82431097617456,37.19454516977385,126.8200141398344,37.209361309586505,2024-10-24 14:12:04,2024-10-24 14:12:04,2024-10-24 14:17:04.000000000
901,38,21,14,8930e039d07ffff,8930e039d57ffff,126.82357799712966,37.20025303818782,126.81759353738404,37.19654587301036,2024-10-24 14:12:16,2024-10-24 14:12:16,2024-10-24 14:17:16.000000000
902,50,50,14,8930e038e4fffff,8930e038e4fffff,126.82179287000336,37.21147458226302,126.82202610735736,37.21227887154805,2024-10-24 14:13:09,2024-10-24 14:13:09,2024-10-24 14:18:09.000000000
903,21,38,14,8930e039d57ffff,8930e039d07ffff,126.8178894705686,37.19624087315168,126.82363116357509,37.2025508713574,2024-10-24 14:14:00,2024-10-24 14:14:00,2024-10-24 14:19:00.000000000
904,50,26,14,8930e038e4fffff,8930e039d43ffff,126.82306424003322,37.2112866164782,126.81717772888992,37.193671185356045,2024-10-24 14:14:09,2024-10-24 14:14:09,2024-10-24 14:19:09.000000000
905,55,51,14,8930e038ad3ffff,8930e038e4bffff,126.82984158989566,37.2103098905003,126.81846172002813,37.21062500708761,2024-10-24 14:14:28,2024-10-24 14:14:28,2024-10-24 14:19:28.000000000
906,37,21,14,8930e039d0bffff,8930e039d57ffff,126.82035238273149,37.19842475482046,126.81838520471798,37.195470237098355,2024-10-24 14:14:46,2024-10-24 14:14:46,2024-10-24 14:19:46.000000000
907,23,50,14,8930e039d4fffff,8930e038e4fffff,126.82115187395604,37.19295817368287,126.8226786421765,37.2126597372591,2024-10-24 14:14:57,2024-10-24 14:14:57,2024-10-24 14:19:57.000000000
908,60,39,14,8930e038a9bffff,8930e039d03ffff,126.83397831969673,37.21315533985819,126.822372020802,37.19894805180609,2024-10-24 14:15:14,2024-10-24 14:15:14,2024-10-24 14:22:04.820290310
909,11,55,14,8930e039d93ffff,8930e038ad3ffff,126.8142264337791,37.20955532397563,126.83127048282968,37.20932139921843,2024-10-24 14:15:30,2024-10-24 14:15:30,2024-10-24 14:20:30.000000000
910,18,50,14,8930e039d73ffff,8930e038e4fffff,126.82466177990514,37.19474653645779,126.82257684330162,37.21274848597494,2024-10-24 14:16:59,2024-10-24 14:16:59,2024-10-24 14:23:14.500612670
911,50,37,14,8930e038e4fffff,8930e039d0bffff,126.82286576515835,37.212274529185414,126.8218395662676,37.19872651108368,2024-10-24 14:17:05,2024-10-24 14:17:05,2024-10-24 14:22:05.000000000
912,23,50,14,8930e039d4fffff,8930e038e4fffff,126.82127447948506,37.19186324812816,126.82159769593856,37.21212099611506,2024-10-24 14:17:10,2024-10-24 14:17:10,2024-10-24 14:23:42.790536532
913,50,7,14,8930e038e4fffff,8930e039da7ffff,126.82156217863114,37.210198288713094,126.82845597763288,37.20833976201319,2024-10-24 14:17:46,2024-10-24 14:17:46,2024-10-24 14:22:46.000000000
914,37,33,14,8930e039d0bffff,8930e039d23ffff,126.82054491681316,37.197813080040355,126.82979484957558,37.199958488793506,2024-10-24 14:18:15,2024-10-24 14:18:15,2024-10-24 14:23:15.000000000
915,39,50,14,8930e039d03ffff,8930e038e4fffff,126.8217404097206,37.199921964474875,126.8215777823646,37.21221131646367,2024-10-24 14:18:44,2024-10-24 14:18:44,2024-10-24 14:23:44.000000000
916,51,39,14,8930e038e4bffff,8930e039d03ffff,126.81909537288618,37.209949411690474,126.82132595529424,37.20125778717397,2024-10-24 14:19:21,2024-10-24 14:19:21,2024-10-24 14:24:21.000000000
917,51,55,14,8930e038e4bffff,8930e038ad3ffff,126.82056044271935,37.20944079152817,126.82880186503364,37.20892151939894,2024-10-24 14:19:31,2024-10-24 14:19:31,2024-10-24 14:24:31.000000000
918,23,38,14,8930e039d4fffff,8930e039d07ffff,126.82082372104357,37.1931822992817,126.82394665787577,37.20116114618902,2024-10-24 14:19:33,2024-10-24 14:19:33,2024-10-24 14:25:53.509705590
919,34,50,14,8930e039d17ffff,8930e038e4fffff,126.82247583143037,37.203167078253294,126.82362109618252,37.21106662114143,2024-10-24 14:19:35,2024-10-24 14:19:35,2024-10-24 14:29:30.437719886
920,51,60,14,8930e038e4bffff,8930e038a9bffff,126.81983038812666,37.21060201526751,126.83290382483042,37.21239084498039,2024-10-24 14:20:00,2024-10-24 14:20:00,2024-10-24 14:25:00.000000000
921,51,71,14,8930e038e4bffff,8930e038a0bffff,126.81886400839304,37.20919579534856,126.8401008483478,37.20508534756031,2024-10-24 14:20:45,2024-10-24 14:20:45,2024-10-24 14:25:45.000000000
922,51,50,14,8930e038e4bffff,8930e038e4fffff,126.82054292542182,37.21101206539224,126.82142238516518,37.21216475289459,2024-10-24 14:21:15,2024-10-24 14:21:15,2024-10-24 14:30:09.886806336
923,26,38,14,8930e039d43ffff,8930e039d07ffff,126.81867088363546,37.19266858416416,126.824934159304,37.20245435391619,2024-10-24 14:21:20,2024-10-24 14:21:20,2024-10-24 14:26:20.000000000
924,71,58,14,8930e038a0bffff,8930e038ac7ffff,126.840785417816,37.20415618262285,126.83431968648398,37.20916540281002,2024-10-24 14:21:27,2024-10-24 14:21:27,2024-10-24 14:26:46.154759976
925,50,39,14,8930e038e4fffff,8930e039d03ffff,126.82131517071916,37.21075450701811,126.82076288773608,37.20052768122699,2024-10-24 14:21:31,2024-10-24 14:21:31,2024-10-24 14:26:31.000000000
926,23,19,14,8930e039d4fffff,8930e039d67ffff,126.82120850406083,37.19134958020166,126.82886913325343,37.19501015873291,2024-10-24 14:22:14,2024-10-24 14:22:14,2024-10-24 14:27:14.000000000
927,23,37,14,8930e039d4fffff,8930e039d0bffff,126.82215502751336,37.19211713363674,126.82067980402331,37.19704415743116,2024-10-24 14:22:34,2024-10-24 14:22:34,2024-10-24 14:27:34.000000000
928,17,50,14,8930e039d77ffff,8930e038e4fffff,126.82760131563391,37.19675720533907,126.82192929670026,37.21168397153979,2024-10-24 14:22:48,2024-10-24 14:22:48,2024-10-24 14:27:48.000000000
929,21,72,14,8930e039d57ffff,8930e038367ffff,126.81894742252166,37.1967384254928,126.8112267868748,37.208379853768534,2024-10-24 14:25:17,2024-10-24 14:25:17,2024-10-24 14:33:25.015533128
930,70,71,14,8930e038a13ffff,8930e038a0bffff,126.83903075866264,37.209708890346676,126.83863075377512,37.20509770832663,2024-10-24 14:25:30,2024-10-24 14:25:30,2024-10-24 14:30:30.000000000
931,50,37,14,8930e038e4fffff,8930e039d0bffff,126.82154889505938,37.2126699259176,126.82073135542144,37.19773073895809,2024-10-24 14:26:34,2024-10-24 14:26:34,2024-10-24 14:33:42.953263120
932,71,50,14,8930e038a0bffff,8930e038e4fffff,126.84103001408324,37.20492042968066,126.82198517682072,37.21099552824621,2024-10-24 14:26:39,2024-10-24 14:26:39,2024-10-24 14:34:43.157584128
933,58,56,14,8930e038ac7ffff,8930e038acfffff,126.8349528103514,37.20848054223233,126.83496937789084,37.20470526984564,2024-10-24 14:26:44,2024-10-24 14:26:44,2024-10-24 14:31:44.000000000
934,50,37,14,8930e038e4fffff,8930e039d0bffff,126.82151318374866,37.21215681629498,126.82225728243384,37.197154605976074,2024-10-24 14:26:58,2024-10-24 14:26:58,2024-10-24 14:31:58.000000000
935,21,39,14,8930e039d57ffff,8930e039d03ffff,126.81801263797756,37.19508379624595,126.82077803730454,37.20033894694465,2024-10-24 14:27:22,2024-10-24 14:27:22,2024-10-24 14:32:22.000000000
936,18,54,14,8930e039d73ffff,8930e038ad7ffff,126.8227429934728,37.19586918935977,126.83266006521929,37.209409939845365,2024-10-24 14:27:43,2024-10-24 14:27:43,2024-10-24 14:32:43.000000000
937,56,50,14,8930e038acfffff,8930e038e4fffff,126.83451812272637,37.204520390405655,126.82164904454584,37.21203265174497,2024-10-24 14:28:34,2024-10-24 14:28:34,2024-10-24 14:33:34.000000000
938,7,17,14,8930e039da7ffff,8930e039d77ffff,126.82684213341636,37.207804838946856,126.82689331486164,37.19602763276242,2024-10-24 14:28:58,2024-10-24 14:28:58,2024-10-24 14:33:58.000000000
939,37,51,14,8930e039d0bffff,8930e038e4bffff,126.82120084986909,37.19850788304636,126.81994168413016,37.20905707667815,2024-10-24 14:29:33,2024-10-24 14:29:33,2024-10-24 14:34:57.874936074
940,71,34,14,8930e038a0bffff,8930e039d17ffff,126.84111387694612,37.20507112352648,126.82305101459484,37.203456210691726,2024-10-24 14:29:35,2024-10-24 14:29:35,2024-10-24 14:34:35.000000000
941,21,33,14,8930e039d57ffff,8930e039d23ffff,126.81882793793234,37.19765625768489,126.82838063975603,37.19997822983411,2024-10-24 14:29:44,2024-10-24 14:29:44,2024-10-24 14:34:44.000000000
942,10,37,14,8930e039d97ffff,8930e039d0bffff,126.81689968062156,37.20913254066673,126.82143767814226,37.19681066860488,2024-10-24 14:30:15,2024-10-24 14:30:15,2024-10-24 14:35:15.000000000
943,37,19,14,8930e039d0bffff,8930e039d67ffff,126.8208873578142,37.1979285425772,126.82742329567466,37.195219457574154,2024-10-24 14:30:38,2024-10-24 14:30:38,2024-10-24 14:35:38.000000000
944,33,27,14,8930e039d23ffff,8930e039d3bffff,126.83010109942538,37.200963088866736,126.82757429947496,37.19941739427283,2024-10-24 14:30:39,2024-10-24 14:30:39,2024-10-24 14:35:39.000000000
945,64,55,14,8930e038a73ffff,8930e038ad3ffff,126.84211124580096,37.20433434388265,126.82884274197116,37.2087212498512,2024-10-24 14:31:09,2024-10-24 14:31:09,2024-10-24 14:36:09.000000000
946,26,70,14,8930e039d43ffff,8930e038a13ffff,126.81733917163008,37.19269543209568,126.83881972755484,37.208370815159725,2024-10-24 14:31:11,2024-10-24 14:31:11,2024-10-24 14:36:11.000000000
947,23,42,14,8930e039d4fffff,8930e039993ffff,126.8193476876918,37.191726434774935,126.83152503794524,37.19610742571947,2024-10-24 14:31:12,2024-10-24 14:31:12,2024-10-24 14:36:12.000000000
948,34,21,14,8930e039d17ffff,8930e039d57ffff,126.82269555059762,37.202145109274575,126.81864531109866,37.19642368764302,2024-10-24 14:31:14,2024-10-24 14:31:14,2024-10-24 14:40:39.497262392
949,51,56,14,8930e038e4bffff,8930e038acfffff,126.81893315519604,37.21057260179842,126.8336033996115,37.205535145106225,2024-10-24 14:31:59,2024-10-24 14:31:59,2024-10-24 14:36:59.000000000
950,50,60,14,8930e038e4fffff,8930e038a9bffff,126.82248834397292,37.21020339731511,126.83315545099198,37.212192782896615,2024-10-24 14:33:20,2024-10-24 14:33:20,2024-10-24 14:38:20.000000000
951,50,26,14,8930e038e4fffff,8930e039d43ffff,126.82208620846052,37.21099701206761,126.81811822179635,37.19274007723631,2024-10-24 14:34:31,2024-10-24 14:34:31,2024-10-24 14:43:33.595078492
952,37,51,14,8930e039d0bffff,8930e038e4bffff,126.82163558997516,37.198532076367584,126.8203564554926,37.20967311981788,2024-10-24 14:35:31,2024-10-24 14:35:31,2024-10-24 14:40:31.000000000
953,51,26,14,8930e038e4bffff,8930e039d43ffff,126.82042515264354,37.20929506286385,126.81962650542508,37.194202672140406,2024-10-24 14:36:18,2024-10-24 14:36:18,2024-10-24 14:41:18.000000000
954,58,37,14,8930e038ac7ffff,8930e039d0bffff,126.83362475074811,37.2082840752446,126.8217367601723,37.198756305679794,2024-10-24 14:36:41,2024-10-24 14:36:41,2024-10-24 14:41:41.000000000
955,37,18,14,8930e039d0bffff,8930e039d73ffff,126.82099017519506,37.19807524646823,126.8231685580538,37.19682976031529,2024-10-24 14:37:00,2024-10-24 14:37:00,2024-10-24 14:42:00.000000000
956,50,50,14,8930e038e4fffff,8930e038e4fffff,126.8214175896366,37.21188697384487,126.82236355626836,37.211649695967246,2024-10-24 14:38:23,2024-10-24 14:38:23,2024-10-24 14:43:23.000000000
957,56,56,14,8930e038acfffff,8930e038acfffff,126.83505783810102,37.206855094400105,126.8335035493786,37.20614969869049,2024-10-24 14:38:33,2024-10-24 14:38:33,2024-10-24 14:43:33.000000000
958,48,48,14,8930e038e67ffff,8930e038e67ffff,126.8296898877063,37.21542351879064,126.82966359068467,37.214250054616635,2024-10-24 14:39:27,2024-10-24 14:39:27,2024-10-24 14:44:27.000000000
959,56,32,14,8930e038acfffff,8930e039d27ffff,126.83456511082343,37.20575945553151,126.83112464991792,37.2029878120032,2024-10-24 14:40:08,2024-10-24 14:40:08,2024-10-24 14:45:08.000000000
960,21,38,14,8930e039d57ffff,8930e039d07ffff,126.81832893529142,37.196612101050945,126.82477536812684,37.20147345628855,2024-10-24 14:40:42,2024-10-24 14:40:42,2024-10-24 14:45:42.000000000
961,21,60,14,8930e039d57ffff,8930e038a9bffff,126.81780698779971,37.1961262150745,126.83375490470378,37.21224431788702,2024-10-24 14:40:47,2024-10-24 14:40:47,2024-10-24 14:45:47.000000000
962,50,72,14,8930e038e4fffff,8930e038367ffff,126.82125217597186,37.21130895904488,126.81069936231196,37.20595862877211,2024-10-24 14:40:58,2024-10-24 14:40:58,2024-10-24 14:45:58.000000000
963,38,72,14,8930e039d07ffff,8930e038367ffff,126.82407832545036,37.2006744305395,126.81318325730189,37.206994729582135,2024-10-24 14:41:14,2024-10-24 14:41:14,2024-10-24 14:50:42.975740360
964,26,17,14,8930e039d43ffff,8930e039d77ffff,126.81967596340144,37.193696950856086,126.82621341272272,37.19661049446124,2024-10-24 14:42:11,2024-10-24 14:42:11,2024-10-24 14:51:09.583556552
965,51,18,14,8930e038e4bffff,8930e039d73ffff,126.81866822558489,37.20975063677824,126.82455425953692,37.19591320615088,2024-10-24 14:42:42,2024-10-24 14:42:42,2024-10-24 14:47:42.000000000
966,39,50,14,8930e039d03ffff,8930e038e4fffff,126.82137306166544,37.20118023529788,126.8220845934394,37.21262124146272,2024-10-24 14:42:58,2024-10-24 14:42:58,2024-10-24 14:47:58.000000000
967,55,50,14,8930e038ad3ffff,8930e038e4fffff,126.83004064515008,37.20817873929132,126.82198891709903,37.21296057947645,2024-10-24 14:43:07,2024-10-24 14:43:07,2024-10-24 14:48:07.000000000
968,21,58,14,8930e039d57ffff,8930e038ac7ffff,126.81861210550424,37.196908493924695,126.83648942805914,37.20825231679491,2024-10-24 14:43:41,2024-10-24 14:43:41,2024-10-24 14:54:25.313700284
969,34,26,14,8930e039d17ffff,8930e039d43ffff,126.82211282271018,37.20358806604317,126.81934255765869,37.19362968076128,2024-10-24 14:43:42,2024-10-24 14:43:42,2024-10-24 14:48:42.000000000
970,12,18,14,8930e039d8fffff,8930e039d73ffff,126.81907240602764,37.20403730101461,126.82258801005317,37.195031015679064,2024-10-24 14:43:46,2024-10-24 14:43:46,2024-10-24 14:48:46.000000000
971,70,21,14,8930e038a13ffff,8930e039d57ffff,126.83679921076998,37.20863013847263,126.81949103908384,37.19626400245945,2024-10-24 14:44:03,2024-10-24 14:44:03,2024-10-24 14:49:03.000000000
972,55,50,14,8930e038ad3ffff,8930e038e4fffff,126.83099592735272,37.20921595749491,126.822602302593,37.21146207557298,2024-10-24 14:44:47,2024-10-24 14:44:47,2024-10-24 14:58:54.856753796
973,50,6,14,8930e038e4fffff,8930e039dabffff,126.82337128759744,37.21134661708137,126.8255643202626,37.204898199626655,2024-10-24 14:45:07,2024-10-24 14:45:07,2024-10-24 14:56:52.217845330
974,23,18,14,8930e039d4fffff,8930e039d73ffff,126.82045064782082,37.19293105108102,126.82396304876887,37.19451520996071,2024-10-24 14:45:26,2024-10-24 14:45:26,2024-10-24 14:50:26.000000000
975,37,12,14,8930e039d0bffff,8930e039d8fffff,126.82198105406177,37.19644083083448,126.81969907241997,37.20470834714749,2024-10-24 14:47:53,2024-10-24 14:47:53,2024-10-24 14:54:14.746376972
976,37,3,14,8930e039d0bffff,8930e039db7ffff,126.81989889657498,37.19721235272652,126.82530043661858,37.21058037088139,2024-10-24 14:48:28,2024-10-24 14:48:28,2024-10-24 14:54:51.748090768
977,50,48,14,8930e038e4fffff,8930e038e67ffff,126.82103793262496,37.21123186168218,126.83138443525186,37.215819302800575,2024-10-24 14:48:51,2024-10-24 14:48:51,2024-10-24 14:58:21.478965540
978,51,21,14,8930e038e4bffff,8930e039d57ffff,126.8194763988138,37.209466957899615,126.81925099270543,37.19673415318597,2024-10-24 14:49:28,2024-10-24 14:49:28,2024-10-24 14:55:21.298375354
979,64,51,14,8930e038a73ffff,8930e038e4bffff,126.84164297627018,37.20438241079427,126.8212500838034,37.210454277629815,2024-10-24 14:49:52,2024-10-24 14:49:52,2024-10-24 14:54:52.000000000
980,33,21,14,8930e039d23ffff,8930e039d57ffff,126.83047575418315,37.200210094992734,126.81926291037604,37.197581694701995,2024-10-24 14:49:58,2024-10-24 14:49:58,2024-10-24 14:54:58.000000000
981,33,59,14,8930e039d23ffff,8930e038ac3ffff,126.8301742047637,37.20129924905208,126.83238660736065,37.20679050791294,2024-10-24 14:50:00,2024-10-24 14:50:00,2024-10-24 14:55:00.000000000
982,38,51,14,8930e039d07ffff,8930e038e4bffff,126.82383545561731,37.202669149810504,126.81889660874828,37.210082483017445,2024-10-24 14:50:09,2024-10-24 14:50:09,2024-10-24 14:55:09.000000000
983,39,21,14,8930e039d03ffff,8930e039d57ffff,126.8222772490166,37.200111661959646,126.817998561904,37.19582794483496,2024-10-24 14:50:17,2024-10-24 14:50:17,2024-10-24 14:55:17.000000000
984,51,39,14,8930e038e4bffff,8930e039d03ffff,126.8188332003302,37.211286287820194,126.82234790745014,37.20009270170995,2024-10-24 14:50:20,2024-10-24 14:50:20,2024-10-24 14:55:20.000000000
985,33,10,14,8930e039d23ffff,8930e039d97ffff,126.82993784329088,37.20114810700975,126.81716964588978,37.20798490336416,2024-10-24 14:50:47,2024-10-24 14:50:47,2024-10-24 14:55:47.000000000
986,23,38,14,8930e039d4fffff,8930e039d07ffff,126.81972978445305,37.19164565444206,126.82304175719052,37.201299962774144,2024-10-24 14:51:08,2024-10-24 14:51:08,2024-10-24 15:00:11.714446250
987,71,54,14,8930e038a0bffff,8930e038ad7ffff,126.83884258995394,37.20584475737352,126.83237350363096,37.21063442631481,2024-10-24 14:51:18,2024-10-24 14:51:18,2024-10-24 14:58:27.614886258
988,38,3,14,8930e039d07ffff,8930e039db7ffff,126.82285456099324,37.20086000133581,126.82430565858336,37.20932208512143,2024-10-24 14:51:40,2024-10-24 14:51:40,2024-10-24 14:56:40.000000000
989,50,38,14,8930e038e4fffff,8930e039d07ffff,126.82281626598495,37.21010276248356,126.82550378916686,37.20185854162406,2024-10-24 14:52:41,2024-10-24 14:52:41,2024-10-24 14:57:41.000000000
990,17,21,14,8930e039d77ffff,8930e039d57ffff,126.8268177309444,37.19531521850129,126.81916398739833,37.19698918623767,2024-10-24 14:52:46,2024-10-24 14:52:46,2024-10-24 14:57:46.000000000
991,27,50,14,8930e039d3bffff,8930e038e4fffff,126.82595878185312,37.20053454735764,126.82198882926303,37.2128294462179,2024-10-24 14:53:34,2024-10-24 14:53:34,2024-10-24 14:58:34.000000000
992,39,26,14,8930e039d03ffff,8930e039d43ffff,126.82282359028076,37.2003871947414,126.8190270600778,37.19222199939133,2024-10-24 14:53:56,2024-10-24 14:53:56,2024-10-24 14:58:56.000000000
993,51,26,14,8930e038e4bffff,8930e039d43ffff,126.82096529327076,37.21051843476257,126.8190885214831,37.19361453485159,2024-10-24 14:54:01,2024-10-24 14:54:01,2024-10-24 14:59:01.000000000
994,51,21,14,8930e038e4bffff,8930e039d57ffff,126.81966560365775,37.21081751824806,126.81874356466275,37.19590362765913,2024-10-24 14:56:19,2024-10-24 14:56:19,2024-10-24 15:04:29.993430142
995,70,71,14,8930e038a13ffff,8930e038a0bffff,126.8382212161834,37.21055437248481,126.84041085206076,37.20566771821132,2024-10-24 14:56:47,2024-10-24 14:56:47,2024-10-24 15:04:04.792211564
996,70,50,14,8930e038a13ffff,8930e038e4fffff,126.8387169320585,37.2083429961774,126.82169516825051,37.21206199900106,2024-10-24 14:56:52,2024-10-24 14:56:52,2024-10-24 15:04:54.889940572
997,60,38,14,8930e038a9bffff,8930e039d07ffff,126.83284207121174,37.21206525819822,126.82511787553452,37.20085167185531,2024-10-24 14:58:20,2024-10-24 14:58:20,2024-10-24 15:03:24.432894842
998,51,37,14,8930e038e4bffff,8930e039d0bffff,126.81946574484276,37.21091397130316,126.82200465302849,37.197472372638295,2024-10-24 14:58:25,2024-10-24 14:58:25,2024-10-24 15:08:20.314648060
999,48,50,14,8930e038e67ffff,8930e038e4fffff,126.82993886447372,37.21386304253441,126.8230916673586,37.2102194973154,2024-10-24 14:58:40,2024-10-24 14:58:40,2024-10-24 15:03:40.000000000
1000,18,32,14,8930e039d73ffff,8930e039d27ffff,126.8222290409794,37.195826002992725,126.8323271364227,37.20218513432697,2024-10-24 14:58:42,2024-10-24 14:58:42,2024-10-24 15:03:42.000000000
1001,26,38,14,8930e039d43ffff,8930e039d07ffff,126.81876212451016,37.1948952267708,126.82397791420252,37.20111757643089,2024-10-24 14:58:51,2024-10-24 14:58:51,2024-10-24 15:04:31.244461440
1002,26,48,14,8930e039d43ffff,8930e038e67ffff,126.81726987558535,37.192882885471555,126.82929818082064,37.21411620993153,2024-10-24 14:58:54,2024-10-24 14:58:54,2024-10-24 15:03:54.000000000
1003,50,64,14,8930e038e4fffff,8930e038a73ffff,126.82349723189874,37.212045057131654,126.84396498289009,37.20302729799497,2024-10-24 14:58:57,2024-10-24 14:58:57,2024-10-24 15:04:27.472730034
1004,50,21,14,8930e038e4fffff,8930e039d57ffff,126.82270164917324,37.210614862982354,126.81832975773771,37.19600320384253,2024-10-24 14:59:03,2024-10-24 14:59:03,2024-10-24 15:04:03.000000000
1005,50,55,14,8930e038e4fffff,8930e038ad3ffff,126.8229248295996,37.21025429586351,126.8296900718874,37.21024465038546,2024-10-24 14:59:04,2024-10-24 14:59:04,2024-10-24 15:04:04.000000000
1006,37,4,14,8930e039d0bffff,8930e039db3ffff,126.82222143000254,37.19817317629,126.82214450394711,37.210079518397535,2024-10-24 14:59:12,2024-10-24 14:59:12,2024-10-24 15:04:12.000000000
1007,71,33,14,8930e038a0bffff,8930e039d23ffff,126.8409450755345,37.20511531235247,126.82964164783492,37.20058208092089,2024-10-24 14:59:14,2024-10-24 14:59:14,2024-10-24 15:04:14.000000000
1008,50,26,15,8930e038e4fffff,8930e039d43ffff,126.8220279679377,37.21046720506064,126.81752357935336,37.1926726096551,2024-10-24 15:01:16,2024-10-24 15:01:16,2024-10-24 15:11:23.946782931
1009,23,42,15,8930e039d4fffff,8930e039993ffff,126.82086399747116,37.19230606320757,126.83040250047608,37.196751588655935,2024-10-24 15:01:22,2024-10-24 15:01:22,2024-10-24 15:09:29.823263374
1010,70,21,15,8930e038a13ffff,8930e039d57ffff,126.83694170490996,37.20990888533074,126.81896833188526,37.19503125285455,2024-10-24 15:01:36,2024-10-24 15:01:36,2024-10-24 15:15:53.415776250
1011,37,4,15,8930e039d0bffff,8930e039db3ffff,126.8219600911843,37.19862150182696,126.82291817447371,37.209780581615355,2024-10-24 15:01:44,2024-10-24 15:01:44,2024-10-24 15:06:44.000000000
1012,11,55,15,8930e039d93ffff,8930e038ad3ffff,126.81446964701615,37.20835007787833,126.83124194714576,37.20828241794752,2024-10-24 15:02:24,2024-10-24 15:02:24,2024-10-24 15:07:24.000000000
