idx,o_x1,o_y1,d_x2,d_y2,d_t,time,,,,
37116,127.8714711,36.96959915,127.8717943,36.97378,20:48:00,20:43:00,,,,
37117,127.8728594,36.9675239,127.8734075,36.973536,20:50:00,20:45:00,,,,
37118,127.8717862,36.9708961,127.8733941,36.9735374,20:48:00,20:45:00,,,,
37119,127.8717998,36.97374903,127.8709505,36.96377945,20:52:00,20:48:00,,,,
37120,127.8712748,36.96492203,127.87342,36.97352708,21:01:00,20:48:00,,,,
37121,127.8723333,36.9740374,127.8711939,36.9648277,20:52:00,20:49:00,,,,
37122,127.872892,36.9675043,127.8717823,36.9737784,20:56:00,20:50:00,,,,
37123,127.8711726,36.964808,127.8727823,36.9668262,20:54:00,20:52:00,,,,
37124,127.8691944,36.96911748,127.871209,36.96519636,20:56:00,20:52:00,,,,
37125,127.8718044,36.97384927,127.8710977,36.96935879,20:57:00,20:55:00,,,,
37126,127.8710382,36.9636836,127.8723546,36.9740517,21:02:00,20:55:00,,,,
37127,127.8727833,36.96958171,127.8710097,36.96382348,21:04:00,20:59:00,,,,
37128,127.8709491,36.96922292,127.8728722,36.97280977,21:05:00,21:01:00,,,,
37129,127.8724572,36.97403813,127.871194,36.96498261,21:08:00,21:04:00,,,,
37130,127.8710855,36.96488978,127.8734173,36.97352362,21:10:00,21:04:00,,,,
37131,127.8710849,36.96517835,127.8723633,36.97403574,21:10:00,21:05:00,,,,
37132,127.8727635,36.96684134,127.869158,36.96910451,21:09:00,21:06:00,,,,
37133,127.8710135,36.96370788,127.8733755,36.97352304,21:13:00,21:06:00,,,,
37134,127.8723749,36.9740618,127.8711065,36.96479153,21:11:00,21:07:00,,,,
37135,127.8727034,36.96942466,127.8712482,36.9650923,21:11:00,21:08:00,,,,
37136,127.8734927,36.97327919,127.8727262,36.96956237,21:27:00,21:08:00,,,,
37137,127.8712217,36.965056,127.8733944,36.9735175,21:15:00,21:09:00,,,,
37138,127.8723397,36.9739872,127.8717663,36.970903,21:20:00,21:18:00,,,,
37139,127.8712347,36.9648675,127.8723398,36.97407171,21:25:00,21:18:00,,,,
37140,127.8712599,36.9651481,127.8723124,36.9740627,21:25:00,21:18:00,,,,
37141,127.8722817,36.9740147,127.8691591,36.96910439,21:28:00,21:25:00,,,,
37142,127.8733736,36.96913633,127.8718349,36.97378575,21:37:00,21:28:00,,,,
37143,127.8719074,36.9711012,127.8718006,36.9737323,21:36:00,21:33:00,,,,
37144,127.8718314,36.9738907,127.8712986,36.9648998,21:46:00,21:41:00,,,,
37145,127.8691345,36.96919263,127.8723851,36.97407382,21:46:00,21:43:00,,,,
37146,127.8712505,36.96486399,127.8719055,36.97388216,21:52:00,21:46:00,,,,
37147,127.873446,36.97350075,127.8700838,36.96835671,21:50:00,21:47:00,,,,
37148,127.8691948,36.96916053,127.8712399,36.96483613,21:51:00,21:48:00,,,,
37149,127.8712039,36.96485076,127.8734344,36.97348546,21:56:00,21:51:00,,,,
37150,127.8733815,36.97354363,127.8714566,36.97102069,21:59:00,21:57:00,,,,
37151,127.8700979,36.96831,127.8734026,36.9735005,22:03:00,21:58:00,,,,
37152,127.8719232,36.9742401,127.8718062,36.9708914,22:03:00,22:01:00,,,,
