idx,o_x1,o_y1,d_x2,d_y2,d_t,time,,,,,
36628,127.8726731,36.96964247,127.8726901,36.9695532,19:24:00,19:15:00,,,,,
36629,127.8713028,36.96701366,127.8718258,36.97395172,19:20:00,19:15:00,,,,,
36630,127.8709743,36.9636613,127.8734503,36.9734743,19:24:00,19:18:00,,,,,
36631,127.8727072,36.9668233,127.8710796,36.9648879,19:24:00,19:22:00,,,,,
36632,127.87356,36.9734944,127.8718712,36.9708616,19:33:00,19:31:00,,,,,
36633,127.8723385,36.9740008,127.8734727,36.9735369,19:45:00,19:34:00,,,,,
36634,127.8691222,36.96902379,127.8691291,36.96909311,19:49:00,19:35:00,,,,,
36635,127.8711893,36.965122,127.8702308,36.9680951,19:38:00,19:36:00,,,,,
36636,127.871287,36.9651583,127.8722234,36.9737874,19:42:00,19:36:00,,,,,
36637,127.8712345,36.9651467,127.8717882,36.9737785,19:42:00,19:36:00,,,,,
36638,127.8713968,36.9651127,127.8734157,36.973526,19:47:00,19:41:00,,,,,
36639,127.8734519,36.96919876,127.8712492,36.96517735,19:46:00,19:42:00,,,,,
36640,127.8734068,36.96912059,127.8733923,36.96911919,19:46:00,19:43:00,,,,,
36641,127.8718055,36.9708949,127.8713254,36.9669988,19:47:00,19:44:00,,,,,
36642,127.8712578,36.9651254,127.8717507,36.9736215,19:54:00,19:47:00,,,,,
36643,127.8711004,36.96380088,127.8723269,36.97403011,19:55:00,19:48:00,,,,,
36644,127.8709749,36.96368669,127.8718391,36.97387088,19:55:00,19:48:00,,,,,
36645,127.8709595,36.96366941,127.872368,36.974056,20:06:00,19:48:00,,,,,
36646,127.8710402,36.96359471,127.8734115,36.97350683,19:55:00,19:48:00,,,,,
36647,127.870165,36.9683597,127.8711979,36.9647548,19:52:00,19:49:00,,,,,
36648,127.8718227,36.9737368,127.8733773,36.9735151,20:02:00,19:49:00,,,,,
36649,127.8718282,36.9709497,127.8708885,36.9637951,19:59:00,19:55:00,,,,,
36650,127.8718763,36.97385786,127.8713091,36.96519445,19:59:00,19:55:00,,,,,
36651,127.8712006,36.9651509,127.8691623,36.9690997,19:58:00,19:55:00,,,,,
36652,127.871267,36.9651892,127.8734078,36.973515,20:02:00,19:56:00,,,,,
36653,127.8733927,36.9735171,127.8712409,36.9652122,20:04:00,19:59:00,,,,,
36654,127.8717894,36.97383482,127.8717239,36.97383307,20:15:00,20:01:00,,,,,
36655,127.8733906,36.97346721,127.8712202,36.96506961,20:05:00,20:01:00,,,,,
36656,127.8701799,36.96827446,127.8711763,36.96522281,20:07:00,20:05:00,,,,,
36657,127.8709611,36.9637711,127.8709683,36.9637701,20:12:00,20:11:00,,,,,
36658,127.8729038,36.96759315,127.8711973,36.96500652,20:14:00,20:11:00,,,,,
36659,127.8710173,36.9637053,127.8727239,36.9668132,20:20:00,20:12:00,,,,,
36660,127.8723502,36.9740138,127.8711038,36.9651956,20:20:00,20:16:00,,,,,
36661,127.8712289,36.9651552,127.871237,36.9651374,20:27:00,20:18:00,,,,,
36662,127.8723776,36.9740332,127.8728932,36.9728022,20:20:00,20:18:00,,,,,
36663,127.8712217,36.9651213,127.8712432,36.9651478,20:27:00,20:18:00,,,,,
36664,127.873409,36.97352833,127.8712396,36.96521233,20:25:00,20:20:00,,,,,
36665,127.8718326,36.9737914,127.8712412,36.9650689,20:34:00,20:27:00,,,,,
36666,127.8717519,36.9709584,127.8712664,36.9650631,20:30:00,20:27:00,,,,,
36667,127.8718216,36.97091037,127.8712232,36.96502394,20:30:00,20:27:00,,,,,
36668,127.8718228,36.97367763,127.8712191,36.96517387,20:32:00,20:28:00,,,,,
36669,127.8727412,36.96675649,127.8717701,36.97094306,20:32:00,20:29:00,,,,,
36670,127.8708989,36.9634231,127.8733785,36.9735782,20:43:00,20:37:00,,,,,
36671,127.8711663,36.96488789,127.8691332,36.96912509,20:45:00,20:42:00,,,,,
36672,127.870177,36.96824538,127.8711231,36.9648228,20:56:00,20:53:00,,,,,
36673,127.8700703,36.96822315,127.8711428,36.96477589,20:55:00,20:53:00,,,,,
36674,127.8717528,36.973837,127.8708657,36.9634962,20:57:00,20:54:00,,,,,
36675,127.8712164,36.9650109,127.8718018,36.9708988,20:58:00,20:54:00,,,,,
36676,127.8710633,36.9637115,127.8701273,36.9683351,21:01:00,20:59:00,,,,,
36677,127.8708176,36.9634826,127.8708181,36.9634681,21:07:00,21:06:00,,,,,
36678,127.8708181,36.9634681,127.871571,36.9712459,21:12:00,21:07:00,,,,,
36679,127.8691306,36.96911413,127.8712327,36.9651551,21:16:00,21:14:00,,,,,
36680,127.8693129,36.9691907,127.8712537,36.96516263,21:16:00,21:14:00,,,,,
36681,127.8712614,36.96517403,127.8711104,36.96931826,21:18:00,21:16:00,,,,,
36682,127.8711663,36.9647734,127.8717626,36.9709187,21:32:00,21:29:00,,,,,
36683,127.873432,36.97350878,127.8712446,36.96523374,21:40:00,21:31:00,,,,,
36684,127.8728734,36.9727294,127.8718362,36.9737129,21:34:00,21:32:00,,,,,
36685,127.8734419,36.97340881,127.8719253,36.97198068,21:40:00,21:38:00,,,,,
36686,127.8734012,36.97344682,127.873416,36.97353439,21:55:00,21:47:00,,,,,
36687,127.8719253,36.97347267,127.870138,36.96834841,21:51:00,21:48:00,,,,,
36688,127.8712711,36.9651201,127.8717617,36.97378706,21:59:00,21:49:00,,,,,
36689,127.8712903,36.96515165,127.8727089,36.9668174,21:51:00,21:49:00,,,,,
36690,127.8712437,36.96518972,127.8727627,36.96683316,21:51:00,21:49:00,,,,,
36691,127.8712442,36.96523092,127.8712451,36.96519127,22:00:00,22:00:00,,,,,
36692,127.871315,36.96522198,127.871297,36.96523564,22:00:00,22:00:00,,,,,
36693,127.8712737,36.96518291,127.869189,36.96913934,22:04:00,22:00:00,,,,,
36694,127.8713152,36.96513442,127.8691365,36.96909674,22:04:00,22:01:00,,,,,
36695,127.8717726,36.97364647,127.8712256,36.96501675,22:11:00,22:07:00,,,,,
36696,127.8711421,36.96474674,127.8720599,36.96967435,22:11:00,22:07:00,,,,,
36697,127.8712922,36.96475219,127.8723619,36.97404964,22:13:00,22:07:00,,,,,
36698,127.8691579,36.9691135,127.8718343,36.9709132,22:10:00,22:08:00,,,,,
36699,127.8710635,36.9637174,127.8723718,36.9740338,22:16:00,22:09:00,,,,,
36700,127.8713975,36.96511018,127.8713594,36.96514861,22:09:00,22:09:00,,,,,
36701,127.8727081,36.96949655,127.8724032,36.97394857,22:14:00,22:10:00,,,,,
36702,127.8712383,36.9651563,127.8734483,36.97352308,22:16:00,22:10:00,,,,,
36703,127.8728179,36.9667751,127.8711299,36.9648245,22:12:00,22:11:00,,,,,
36704,127.8727554,36.96684716,127.8717834,36.97378728,22:17:00,22:12:00,,,,,
36705,127.871287,36.9651547,127.8712844,36.9651707,22:16:00,22:15:00,,,,,
36706,127.8721598,36.9738074,127.8743085,36.9704963,22:23:00,22:16:00,,,,,
36707,127.8733965,36.97350876,127.8727138,36.96952318,22:20:00,22:16:00,,,,,
36708,127.8712809,36.9651621,127.8727933,36.9667691,22:17:00,22:16:00,,,,,
36709,127.8712104,36.9651932,127.8734305,36.9734892,22:26:00,22:19:00,,,,,
36710,127.8742227,36.9705628,127.8726696,36.9695501,22:27:00,22:23:00,,,,,
36711,127.8726994,36.969538,127.8718121,36.9738245,22:38:00,22:28:00,,,,,
36712,127.8711775,36.9649764,127.8700889,36.9719069,22:36:00,22:29:00,,,,,
36713,127.8712196,36.9650041,127.870068,36.97192786,22:35:00,22:29:00,,,,,
36714,127.8713005,36.9650141,127.8700476,36.9719115,22:33:00,22:29:00,,,,,
36715,127.871244,36.9650207,127.87004,36.9719629,22:33:00,22:29:00,,,,,
36716,127.8718078,36.97093893,127.8712378,36.96474134,22:36:00,22:33:00,,,,,
36717,127.871907,36.97098501,127.8712133,36.96502968,22:36:00,22:33:00,,,,,
36718,127.8717822,36.9709698,127.871177,36.9650129,22:36:00,22:33:00,,,,,
36719,127.871754,36.9709113,127.872365,36.9740717,22:39:00,22:35:00,,,,,
36720,127.8724391,36.97397123,127.8712227,36.96511692,22:41:00,22:38:00,,,,,
36721,127.87177,36.9708749,127.8711852,36.9652549,22:41:00,22:38:00,,,,,
36722,127.8727154,36.96683861,127.870077,36.96832038,22:46:00,22:43:00,,,,,
36723,127.8713107,36.9650927,127.8700355,36.9683347,22:48:00,22:44:00,,,,,
36724,127.8712542,36.96494211,127.8700636,36.96836209,22:48:00,22:44:00,,,,,
36725,127.8711089,36.96502362,127.8701037,36.96837512,22:48:00,22:45:00,,,,,
36726,127.87131,36.9653206,127.8723937,36.9740878,22:52:00,22:46:00,,,,,
36727,127.8711464,36.9651521,127.8724297,36.9739649,22:52:00,22:46:00,,,,,
36728,127.8712892,36.9651928,127.8734209,36.9735164,22:51:00,22:46:00,,,,,
36729,127.8734943,36.9734313,127.8711836,36.96527824,22:58:00,22:54:00,,,,,
36730,127.872328,36.9740832,127.8701037,36.9682895,23:03:00,22:59:00,,,,,
36731,127.8724203,36.97399168,127.8701462,36.96829866,23:03:00,22:59:00,,,,,
36732,127.8724748,36.97407695,127.8717821,36.97382984,23:10:00,23:01:00,,,,,
36733,127.8700391,36.9683783,127.8728607,36.9668814,23:04:00,23:02:00,,,,,
36734,127.8719109,36.97200306,127.8734278,36.97353966,23:12:00,23:03:00,,,,,
36735,127.8713196,36.96518356,127.8734126,36.97351606,23:11:00,23:04:00,,,,,
36736,127.8701926,36.96829903,127.872757,36.96682291,23:07:00,23:05:00,,,,,
36737,127.8727681,36.96954324,127.871295,36.96704755,23:09:00,23:07:00,,,,,
36738,127.8712749,36.965278,127.8712703,36.9652951,23:07:00,23:07:00,,,,,
36739,127.8712481,36.9653029,127.8734013,36.9735261,23:16:00,23:12:00,,,,,
36740,127.8713191,36.96510561,127.87341,36.97352918,23:20:00,23:14:00,,,,,
36741,127.8702067,36.96834,127.8708294,36.9638308,23:17:00,23:15:00,,,,,
36742,127.8734071,36.9735138,127.8702982,36.971611,23:22:00,23:17:00,,,,,
36743,127.872444,36.97407093,127.8701321,36.96831339,23:24:00,23:22:00,,,,,
36744,127.873522,36.97342364,127.8711718,36.96480946,23:31:00,23:27:00,,,,,
36745,127.870132,36.9683534,127.8719405,36.97198893,23:34:00,23:28:00,,,,,
36746,127.8700313,36.96824002,127.8719456,36.97201058,23:34:00,23:29:00,,,,,
36747,127.8701243,36.9684645,127.8710112,36.9637543,23:35:00,23:33:00,,,,,
36748,127.8709159,36.9637513,127.8717934,36.9737698,23:41:00,23:33:00,,,,,
36749,127.8717621,36.97383363,127.8711308,36.9647976,23:50:00,23:38:00,,,,,
36750,127.8717254,36.97379419,127.8710946,36.96479507,23:50:00,23:39:00,,,,,
36751,127.8711004,36.96483794,127.872721,36.96682436,23:41:00,23:39:00,,,,,
36752,127.8708297,36.963519,127.8717918,36.97094628,23:49:00,23:42:00,,,,,
36753,127.8710482,36.9637991,127.8723233,36.9740461,23:49:00,23:44:00,,,,,
36754,127.8701766,36.9683835,127.8723705,36.9740794,23:49:00,23:45:00,,,,,
36755,127.8701227,36.96840749,127.8723531,36.97406562,23:49:00,23:46:00,,,,,
