id,access,wait,ivt,egress
U478,0.262417189,0.373201268,-0.045210317,-0.032992741
U479,0.271936767,-0.114083174,0.089944038,-0.107173222
U480,0.233332663,-0.282537065,0.151522614,-0.142458299
U481,-0.192262456,-0.091000079,-0.624604232,-0.103415893
U482,-0.208483671,-0.245488743,0.251793191,-0.202518394
U483,-0.216453834,0.18737498,0.143938334,0.133580712
U484,0.276249841,-0.116379964,0.093891491,-0.116605087
U485,0.248071409,-0.397139746,0.319468706,0.050625188
U486,0.13055359,0.3530403,-0.002738187,-0.083557398
U487,0.159597884,0.017394268,0.031426915,0.27621692
U488,-0.184181711,0.371774152,-0.510529288,0.75148173
U489,-0.116931795,0.021976648,0.102191145,-0.081251297
U490,0.32238974,-0.05683974,0.280598575,0.403485873
U491,0.141220899,0.301202553,0.003142859,-0.081371301
U492,-0.406430793,-0.834909761,0.248230266,-0.193338795
U493,-0.176462335,0.361759116,-0.514586543,0.725408779
U494,-0.173431573,-0.193505615,0.246023153,-0.423902893
U495,-0.120772244,-0.155908554,1.253752996,-0.583792795
U496,-0.163043116,0.338022987,-0.474478436,0.679534845
U497,0.343089214,-0.092663474,0.010827867,-0.238378157
U498,-0.143296699,0.41232722,0.031766601,0.026319692
U499,0.101667154,-0.192845956,-0.123020345,0.144989005
U500,-0.104790751,-0.208969164,0.271746191,-0.440546759
